area_type,availability,location,size,society,total_sqft,bath,balcony,price
Super built-up  Area,Ready To Move, Devarabeesana Halli,3 BHK,Sorisa ,1750.0,3.0,2.0,150.0
Super built-up  Area,18-Mar,9th Phase JP Nagar,2 BHK,HMigond,1466.0,2.0,2.0,71.0
Super built-up  Area,Ready To Move,Rachenahalli,3 BHK,Sovar S,1550.0,3.0,2.0,72.5
Super built-up  Area,Ready To Move,Akshaya Nagar,3 BHK,DLhtsnd,2300.0,4.0,3.0,102.0
Super built-up  Area,19-Aug,Kengeri,1 BHK,VBn 2lm,540.0,1.0,1.0,22.5
Plot  Area,Ready To Move,8th Phase JP Nagar,3 Bedroom,Hincy V,950.0,3.0,2.0,130.0
Built-up  Area,Ready To Move,Chamundi Nagar,7 Bedroom,Unknown,2490.0,4.5,1.0,225.0
Super built-up  Area,Ready To Move,Silk Board,2 BHK,Unknown,1020.0,2.0,3.0,48.0
Super built-up  Area,Ready To Move,Cunningham Road,3 BHK,LeDuvMy,2490.0,3.0,2.0,225.0
Super built-up  Area,Ready To Move,Hebbal,3 BHK,Prersis,1987.0,4.0,2.0,165.0
Super built-up  Area,Ready To Move,Hoodi,2 BHK,Keers S,1305.0,2.0,1.0,75.0
Built-up  Area,Ready To Move,Sarjapur,4 Bedroom,Unknown,2100.0,3.0,1.0,125.0
Built-up  Area,18-Dec,Electronic City,2 BHK,Unknown,1125.0,2.0,1.0,32.5
Super built-up  Area,Ready To Move,Horamavu Banaswadi,2 BHK,Unknown,1225.0,2.0,2.0,49.5
Super built-up  Area,Ready To Move,Hennur,2 BHK,Unknown,1255.0,2.0,1.0,55.5
Super built-up  Area,Ready To Move,MRCR Layout,2 BHK,Unknown,1191.0,2.0,1.0,90.0
Plot  Area,Ready To Move,Uttarahalli,6 Bedroom,Unknown,2490.0,4.5,2.0,225.0
Built-up  Area,18-Dec,Electronic City,2 BHK,Unknown,1165.0,2.0,1.0,33.64
Super built-up  Area,18-Apr,Kacharakanahalli,2 BHK,Unknown,865.0,2.0,1.0,35.11
Super built-up  Area,Ready To Move,Nagarbhavi,3 BHK,Unknown,1850.0,2.0,2.0,88.0
Super built-up  Area,Ready To Move,Marsur,2 BHK,Asara S,497.0,1.0,1.0,17.0
Super built-up  Area,19-Mar,Hennur Road,2 BHK,Puachal,1232.0,2.0,2.0,89.0
Super built-up  Area,21-Nov,Thanisandra,3 BHK,Bhe 2ko,1732.0,3.0,3.0,85.73
Super built-up  Area,Ready To Move,Yelahanka,3 BHK,PuziaVe,1614.0,2.0,1.0,100.0
Built-up  Area,Ready To Move,Magadi Road,2 BHK,Jaaveha,600.0,1.0,1.0,22.0
Super built-up  Area,Ready To Move,Thigalarapalya,3 BHK,Prtanha,2072.0,4.0,2.0,155.0
Super built-up  Area,Ready To Move,Electronic City,2 BHK,Itvir M,919.0,2.0,2.0,34.0
Built-up  Area,Ready To Move,Shettihalli,4 Bedroom,Unknown,2100.0,4.0,1.0,90.0
Built-up  Area,Ready To Move,Shampura,4 BHK,Unknown,672.0,3.0,1.0,54.0
Built-up  Area,Ready To Move,J C Nagar,8 BHK,Unknown,800.0,4.5,3.0,110.0
Plot  Area,Ready To Move,Marsur,3 Bedroom,AreraRe,1200.0,3.0,1.0,150.0
Super built-up  Area,Ready To Move,OLd Gurappanapalya,4 BHK,SoliaMa,2490.0,4.5,2.0,225.0
Built-up  Area,Ready To Move,Doctors Layout,2 BHK,Mavelr ,1000.0,2.0,2.0,42.0
Super built-up  Area,Ready To Move,Whitefield,2 BHK,Prtates,1216.0,2.0,1.0,75.0
Super built-up  Area,Ready To Move,Lingadheeranahalli,4 BHK,Soiewre,2245.0,4.0,2.0,154.0
Super built-up  Area,18-Feb,Bannerghatta Road,3 BHK,Baanise,1476.0,3.0,1.0,125.0
Super built-up  Area,Ready To Move,Ambedkar Nagar,3 BHK,SoechHa,1852.0,3.0,2.0,130.0
Super built-up  Area,18-Aug,Udaya Nagar,2 BHK,Unknown,1225.0,2.0,2.0,47.0
Super built-up  Area,Ready To Move,Panathur,3 BHK,Skinaa ,1597.0,3.0,1.0,67.12
Super built-up  Area,19-Dec,Jakkur,3 BHK,Ceezey ,2423.0,4.0,3.0,160.0
Super built-up  Area,19-Mar,Marathahalli,2 BHK,PrensKe,1152.0,2.0,1.0,90.0
Super built-up  Area,Ready To Move,Harlur,3 BHK,Unknown,1762.0,3.0,2.0,133.0
Plot  Area,Ready To Move,Kammasandra,3 Bedroom,Daden G,1400.0,3.0,2.0,92.0
Plot  Area,Ready To Move,New Thippasandra,6 Bedroom,Unknown,2400.0,4.5,3.0,225.0
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,GrrvaGr,1185.0,2.0,2.0,40.17
Super built-up  Area,18-May,Yelahanka,3 BHK,Miitat ,1890.0,3.0,2.0,108.0
Super built-up  Area,Ready To Move,Varthur Road,3 BHK,Unknown,1247.0,2.0,2.0,58.0
Plot  Area,Ready To Move,1st Block Jayanagar,8 Bedroom,Unknown,700.0,4.0,2.0,104.0
Plot  Area,Ready To Move,HRBR Layout,6 Bedroom,Unknown,1000.0,4.5,3.0,225.0
Super built-up  Area,Ready To Move,Bellandur,2 BHK,Unknown,1201.0,2.0,2.0,59.99
Built-up  Area,18-Feb,Gunjur Palya,2 BHK,BDectou,830.0,2.0,2.0,40.0
Built-up  Area,18-Jul,Electronic City Phase II,2 BHK,Sryalan,1165.0,2.0,1.0,30.29
Super built-up  Area,Ready To Move,Bommanahalli,2 BHK,KancyRe,1100.0,1.0,2.0,55.0
Built-up  Area,Ready To Move,9th Phase JP Nagar,3 BHK,ImiteEl,1890.0,2.0,2.0,93.0
Super built-up  Area,Ready To Move,Maithri Layout,3 BHK,ItAnuna,1685.0,3.0,2.0,60.0
Super built-up  Area,Ready To Move,Sarakki Nagar,4 BHK,Sowerew,2490.0,4.0,3.0,225.0
Super built-up  Area,Ready To Move,Battarahalli,2 BHK,Unknown,1165.0,2.0,1.0,43.0
Super built-up  Area,Ready To Move,Kachanayakanahalli,2 BHK,ICoolon,827.0,2.0,1.0,45.0
Plot  Area,Ready To Move,Gangondanahalli,3 Bedroom,Unknown,396.0,2.0,0.0,48.0
Plot  Area,Ready To Move,Uttarahalli,4 Bedroom,Unknown,1200.0,4.0,3.0,179.0
Built-up  Area,Ready To Move,Electronics City Phase 1,1 BHK,Prmes H,635.0,1.0,0.0,26.0
Built-up  Area,Ready To Move,Whitefield,4 Bedroom,Prtates,2490.0,4.0,3.0,225.0
Super built-up  Area,Ready To Move,Vishwanatha Nagenahalli,2 BHK,ShtalCr,1050.0,2.0,1.0,50.0
Built-up  Area,Ready To Move,D Group Employees Layout,5 Bedroom,Unknown,600.0,4.0,3.0,76.0
Super built-up  Area,22-May,Jakkur,3 BHK,Unknown,1819.18,3.0,2.0,168.0
Plot  Area,Ready To Move,Kanakapura,3 Bedroom,Unknown,1500.0,3.0,3.0,125.0
Super built-up  Area,Ready To Move,Yelenahalli,3 BHK,Unknown,1500.0,2.0,2.0,57.0
Super built-up  Area,Ready To Move,Benson Town,3 BHK,Gopus O,2490.0,4.0,3.0,225.0
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,3 BHK,Elleyt ,1751.0,3.0,3.0,72.0
Super built-up  Area,18-Jan,Vasanth nagar,4 BHK,Prian E,2490.0,4.5,1.0,225.0
Super built-up  Area,18-Jun,Bommasandra,2 BHK,SSestth,1020.0,2.0,1.0,40.89
Super built-up  Area,Ready To Move,Thanisandra,2 BHK,SaSkyBl,1148.0,2.0,1.0,43.5
Plot  Area,Ready To Move,Basavangudi,6 Bedroom,Unknown,1754.0,4.5,2.0,225.0
Plot  Area,Ready To Move,2nd Block Hrbr Layout,3 Bedroom,Unknown,2490.0,3.0,2.0,225.0
Super built-up  Area,Ready To Move,B Narayanapura,2 BHK,Unknown,1060.0,2.0,1.0,49.27
Built-up  Area,Ready To Move,Haralur Road,2 BHK,Unknown,1300.0,2.0,2.0,60.0
Built-up  Area,Ready To Move,Hormavu,4 Bedroom,Unknown,2490.0,4.0,0.0,100.0
Super built-up  Area,Ready To Move,Bellandur,2 BHK,GoncyRe,1325.0,2.0,2.0,65.0
Super built-up  Area,Ready To Move,Sai Gardens,2 BHK,Alivae ,1261.0,2.0,2.0,61.0
Super built-up  Area,Ready To Move,Manayata Tech Park,2 BHK,Unknown,1100.0,2.0,2.0,46.0
Built-up  Area,Ready To Move,Ramamurthy Nagar,2 BHK,Unknown,700.0,2.0,1.0,33.0
Super built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,Eladero,1675.0,2.0,2.0,135.0
Plot  Area,Ready To Move,Ullal Road,4 Bedroom,Unknown,2490.0,4.0,2.0,190.0
Super built-up  Area,18-Aug,Kodihalli,4 BHK,Soianal,2490.0,4.5,3.0,225.0
Super built-up  Area,Ready To Move,Doddakammanahalli,2 BHK,Unknown,1180.0,2.0,2.0,56.0
Built-up  Area,Ready To Move,Uttarahalli,2 BHK,Sencys ,1160.0,2.0,2.0,45.0
Super built-up  Area,Ready To Move,Kasavanhalli,4 BHK,Unknown,1863.0,3.0,2.0,105.0
Super built-up  Area,Ready To Move,Sahakara Nagar,3 BHK,HoAcela,1914.0,3.0,2.0,149.0
Super built-up  Area,Ready To Move,BTM Layout,3 BHK,C ensnd,1458.0,3.0,2.0,79.0
Plot  Area,Ready To Move,Thirumenahalli,5 Bedroom,Unknown,1200.0,4.0,2.0,115.0
Built-up  Area,Ready To Move,Babusapalaya,2 BHK,Unknown,1105.0,2.0,1.0,40.0
Super built-up  Area,Ready To Move,Hulimavu,3 BHK,Vapasrk,2490.0,4.5,3.0,220.0
Plot  Area,Ready To Move,Bannerghatta Road,6 Bedroom,Unknown,1200.0,4.5,3.0,160.0
Super built-up  Area,Ready To Move,Akshaya Nagar,3 BHK,DLhtsnd,1662.0,3.0,2.0,90.0
Super built-up  Area,Ready To Move,Yelahanka,3 BHK,PuziaVe,1556.0,3.0,2.0,86.0
Super built-up  Area,Ready To Move,Jigani,2 BHK,DLhtsan,918.0,2.0,2.0,50.0
Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,Mades G,1455.0,2.0,1.0,98.0
Super built-up  Area,Ready To Move,Jakkasandra Extension,2 BHK,Unknown,1205.0,2.0,1.0,70.0
Super built-up  Area,Ready To Move,BEML Layout,2 BHK,Unknown,1194.0,2.0,1.0,65.0
Plot  Area,Ready To Move,Laggere,2 Bedroom,Unknown,1200.0,2.0,0.0,75.0
Built-up  Area,Ready To Move,Bannerghatta Road,3 BHK,Pyvenas,1100.0,2.0,2.0,52.0
Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,S2kaaan,1405.0,3.0,2.0,48.87
Super built-up  Area,Ready To Move,Subramanyapura,2 BHK,Prldsri,929.0,2.0,1.0,56.0
Built-up  Area,Ready To Move,Frazer Town,4 BHK,Asuilnc,2490.0,4.5,2.0,225.0
Super built-up  Area,Ready To Move,8th Phase JP Nagar,4 BHK,Unknown,2100.0,4.0,3.0,92.0
Super built-up  Area,17-Jul,Channasandra,2 BHK,Unm 2El,1065.0,2.0,1.0,40.47
Super built-up  Area,22-Dec,Bannerghatta Road,3 BHK,PrarePa,1275.0,3.0,0.0,84.29
Plot  Area,Ready To Move,Kengeri,6 Bedroom,Unknown,1500.0,4.5,3.0,150.0
Plot  Area,Ready To Move,Hullahalli,5 Bedroom,Unknown,1200.0,4.5,2.0,99.0
Super built-up  Area,18-Apr,Hormavu,2 BHK,Unknown,1093.0,2.0,1.0,32.78
Built-up  Area,Ready To Move,Anandapura,2 BHK,LoLeoen,1250.0,2.0,2.0,45.0
Super built-up  Area,Ready To Move,Marathahalli,3 BHK,Asintas,1680.0,3.0,3.0,105.0
Super built-up  Area,Ready To Move,Nagarbhavi,2 BHK,Shentpa,1146.0,2.0,1.0,50.0
Super built-up  Area,18-Apr,Jagajyothi layout,2 BHK,Unknown,1250.0,2.0,3.0,58.0
Super built-up  Area,17-Oct,Ramagondanahalli,3 BHK,ViistLa,1451.0,3.0,1.0,60.44
Super built-up  Area,Ready To Move,Nobo Nagar,3 BHK,Elacet ,1424.0,2.0,3.0,55.0
Super built-up  Area,Ready To Move,Gottigere,3 BHK,Krryll ,1435.0,2.0,3.0,62.0
Super built-up  Area,18-Apr,Devanahalli,1 BHK,Sabixtt,658.0,1.0,0.0,26.91
Super built-up  Area,18-Jan,Bommanahalli,3 BHK,Unknown,1300.0,3.0,2.0,45.0
Super built-up  Area,Ready To Move,Whitefield,2 BHK,FoityIn,1242.0,2.0,2.0,65.0
Super built-up  Area,Ready To Move,Marathahalli,3 BHK,Unknown,1910.0,3.0,3.0,119.0
Super built-up  Area,Ready To Move,Yelahanka,3 BHK,PrrloMo,1610.0,4.0,2.0,85.0
Super built-up  Area,Ready To Move,Hulimavu,2 BHK,Reiteee,1127.0,2.0,1.0,65.0
Super built-up  Area,Ready To Move,Yelahanka,3 BHK,Unknown,1075.0,2.0,1.0,42.0
Super built-up  Area,Ready To Move,Mysore Road,2 BHK,Unknown,1155.0,2.0,1.0,51.0
Plot  Area,Ready To Move,Lakkasandra Extension,5 Bedroom,Unknown,1280.0,3.0,1.0,225.0
Super built-up  Area,Ready To Move,Krishna Reddy Layout,3 BHK,ThntsAp,1250.0,3.0,1.0,55.0
Plot  Area,18-Mar,Kuvempu Layout,3 Bedroom,LGeete ,2200.0,4.0,2.0,160.0
Built-up  Area,Ready To Move,Billekahalli,3 Bedroom,Unknown,2400.0,3.0,1.0,150.0
Super built-up  Area,Ready To Move,Chandapura,2 BHK,PavesGr,876.0,2.0,2.0,29.5
Super built-up  Area,Ready To Move,Nagarbhavi,3 BHK,Unknown,1850.0,2.0,2.0,89.0
Super built-up  Area,18-Apr,Kadugodi,2 BHK,Alestrb,1314.0,2.0,3.0,83.0
Super built-up  Area,20-Aug,Rachenahalli,1 BHK,AsNowre,690.0,1.0,1.0,39.8
Built-up  Area,Ready To Move,Electronic City Phase II,4 Bedroom,Shrds O,1275.0,2.0,2.0,167.5
Built-up  Area,Ready To Move,Srirampura,2 BHK,HooudSi,1230.0,2.0,3.0,55.0
Super built-up  Area,18-May,Bommasandra,2 BHK,SSestth,920.0,2.0,1.0,37.2
Built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,Adeatlm,1850.0,3.0,3.0,140.0
Super built-up  Area,Ready To Move,Electronic City,2 BHK,Goty  E,1073.0,2.0,2.0,60.0
Super built-up  Area,Ready To Move,Maithri Layout,3 BHK,Lalipa ,1540.0,3.0,3.0,76.0
Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,JRrnauv,1550.0,3.0,3.0,63.5
Super built-up  Area,Ready To Move,Kalyan nagar,2 BHK,Satle C,1198.0,2.0,1.0,65.0
Super built-up  Area,Ready To Move,HBR Layout,3 BHK,HMtesle,1656.0,3.0,2.0,90.0
Super built-up  Area,Ready To Move,Kaveri Nagar,3 BHK,Roiti A,1900.0,3.0,3.0,155.0
Built-up  Area,Ready To Move,Ramagondanahalli,3 BHK,DNeremo,1910.0,3.0,2.0,142.0
Super built-up  Area,Ready To Move,Mysore Road,2 BHK,Unknown,1003.0,2.0,1.0,43.0
Built-up  Area,Ready To Move,Chickpet,2 BHK,Unknown,1275.0,2.0,0.0,48.0
Super built-up  Area,Ready To Move,Whitefield,3 BHK,Sonviik,1495.0,2.0,2.0,67.0
Super built-up  Area,19-Dec,Thanisandra,3 BHK,DSity S,2172.0,3.0,2.0,76.02
Plot  Area,Ready To Move,Sarakki Nagar,4 Bedroom,Unknown,2400.0,4.0,2.0,225.0
Plot  Area,Ready To Move,T G extension,2 Bedroom,Unknown,1200.0,1.0,2.0,95.0
Super built-up  Area,Ready To Move,Whitefield,3 BHK,DSe 2ie,1548.0,3.0,1.0,65.0
Plot  Area,18-Mar,2nd Block Koramangala,7 Bedroom,Unknown,2490.0,4.5,2.0,225.0
Super built-up  Area,18-Dec,Whitefield,4 BHK,Prtates,1275.0,4.5,0.0,154.5
Super built-up  Area,18-Jul,Hosur Road,3 BHK,PuendWe,1689.0,3.0,1.0,103.0
Super built-up  Area,Ready To Move,Electronic City Phase II,2 BHK,Unknown,1031.0,2.0,1.0,53.0
Super built-up  Area,18-Jul,Bhoganhalli,4 BHK,Rosha I,2119.0,4.0,2.0,111.0
Plot  Area,18-Dec,Whitefield,2 Bedroom,Unknown,1200.0,2.0,2.0,46.13
Super built-up  Area,Ready To Move,JCR Layout,2 BHK,Unknown,1060.0,2.0,2.0,37.0
Super built-up  Area,Ready To Move,Devi Nagar,2 BHK,RMerslu,1100.0,2.0,1.0,61.0
Plot  Area,Ready To Move,GKW Layout,4 Bedroom,Unknown,1350.0,4.0,2.0,225.0
Plot  Area,Ready To Move,Gandhi Nagar,5 Bedroom,Unknown,1050.0,4.0,1.0,80.0
Super built-up  Area,Ready To Move,Hennur Road,3 BHK,Mileeou,1250.0,2.0,1.0,77.88
Super built-up  Area,18-May,8th Block Jayanagar,2 BHK,Unknown,1100.0,2.0,2.0,110.0
Plot  Area,18-Aug,Whitefield,2 Bedroom,Unknown,1200.0,2.0,1.0,46.13
Super built-up  Area,Ready To Move,Seegehalli,3 BHK,Unknown,1420.0,2.0,2.0,46.0
Super built-up  Area,18-Apr,Electronic City,3 BHK,GMown E,1500.0,2.0,1.0,78.0
Built-up  Area,Ready To Move,OLd Gurappanapalya,3 BHK,SoliaMa,1942.0,3.0,1.0,155.0
Super built-up  Area,18-Dec,Haralur Road,3 BHK,NDiteio,1985.0,3.0,2.0,130.0
Super built-up  Area,18-Apr,Sarjapur  Road,1 BHK,Kiare S,950.0,1.0,0.0,39.9
Plot  Area,Ready To Move,AMS Layout,3 Bedroom,Unknown,1200.0,4.0,2.0,80.0
Super built-up  Area,Ready To Move,Green Glen Layout,3 BHK,Solia D,1752.0,3.0,2.0,105.0
Plot  Area,Ready To Move,Abbigere,4 Bedroom,Unknown,1200.0,3.0,2.0,120.0
Plot  Area,Ready To Move,Mahalakshmi Layout,5 Bedroom,Unknown,1200.0,4.5,1.0,200.0
Super built-up  Area,Ready To Move,Old Madras Road,3 BHK,Brglede,1480.0,2.0,2.0,84.0
Plot  Area,Ready To Move,Jnana Ganga Nagar,3 Bedroom,Unknown,600.0,4.0,1.0,81.0
Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,Saitya ,1826.0,3.0,2.0,130.0
Super built-up  Area,Ready To Move,8th Phase JP Nagar,2 BHK,Unknown,1035.0,2.0,1.0,39.33
Built-up  Area,Ready To Move,Sarjapur  Road,4 Bedroom,Saacesa,2490.0,4.0,2.0,98.0
Built-up  Area,Ready To Move,Kasavanhalli,3 BHK,Unknown,1667.0,3.0,2.0,92.0
Super built-up  Area,Ready To Move,Thanisandra,2 BHK,Bhmesy ,934.0,2.0,2.0,55.0
Built-up  Area,Ready To Move,JP Nagar,3 BHK,Unknown,1275.0,3.0,1.0,69.34
Super built-up  Area,Ready To Move,Mahadevpura,3 BHK,Neisei ,1620.0,2.0,1.0,76.0
Super built-up  Area,17-Jun,Electronic City,2 BHK,GMown E,1070.0,2.0,1.0,47.0
Built-up  Area,Ready To Move,Hosur Road,5 Bedroom,Unknown,2490.0,4.5,3.0,180.0
Super built-up  Area,18-Apr,Uttarahalli,3 BHK,Unknown,1280.0,2.0,2.0,60.0
Super built-up  Area,Ready To Move,rr nagar,2 BHK,Unknown,1400.0,2.0,2.0,60.0
Plot  Area,Ready To Move,Vishveshwarya Layout,7 Bedroom,Unknown,1200.0,4.5,2.0,180.0
Built-up  Area,Ready To Move,"Varthur Road, ",2 BHK,Unknown,1330.0,2.0,1.0,64.0
Super built-up  Area,19-Dec,Electronic City Phase II,3 BHK,DSineSt,1611.0,2.0,2.0,48.33
Super built-up  Area,Ready To Move,Whitefield,3 BHK,Gamesti,1405.0,3.0,2.0,58.0
Super built-up  Area,Ready To Move,VGP Layout,3 BHK,Vaurtar,1515.0,3.0,3.0,90.0
Super built-up  Area,Ready To Move,Thigalarapalya,3 BHK,Prtanha,1830.0,4.0,2.0,150.0
Built-up  Area,Ready To Move,Kaggadasapura,3 BHK,Omncy R,1710.0,3.0,0.0,60.0
Built-up  Area,Ready To Move,BTM Layout,2 BHK,Varala ,935.0,2.0,1.0,51.5
Super built-up  Area,18-Apr,Jakkur,3 BHK,Unknown,2197.0,3.0,2.0,136.0
Plot  Area,Ready To Move,TC Palaya,4 Bedroom,Unknown,600.0,4.0,0.0,65.0
Super built-up  Area,Ready To Move,Yeshwanthpur,3 BHK,IBityin,1678.0,3.0,2.0,92.13
Built-up  Area,Ready To Move,Brookefield,3 BHK,Roeekbl,1410.0,2.0,0.0,80.0
Super built-up  Area,Ready To Move,Jakkur,2 BHK,AvensGa,1125.0,2.0,2.0,65.0
Super built-up  Area,Ready To Move,Magadi Road,3 BHK,Vrenty ,1191.0,2.0,1.0,55.38
Super built-up  Area,Ready To Move,Thubarahalli,2 BHK,Unknown,1200.0,2.0,2.0,79.0
Super built-up  Area,Ready To Move,CV Raman Nagar,3 BHK,Keera R,1525.0,2.0,3.0,67.0
Super built-up  Area,Ready To Move,KUDLU MAIN ROAD,3 BHK,Unknown,1464.0,3.0,3.0,56.0
Super built-up  Area,18-Dec,Seegehalli,2 BHK,Unknown,920.0,2.0,1.0,27.0
Built-up  Area,Ready To Move,Yelahanka,1 BHK,Unknown,651.0,1.0,1.0,17.5
Super built-up  Area,Ready To Move,Chikkabanavar,2 BHK,Javasya,600.0,1.0,2.0,25.0
Super built-up  Area,Ready To Move,Thanisandra,2 BHK,MenueNo,1185.0,2.0,2.0,44.0
Super built-up  Area,18-May,Electronics City Phase 1,2 BHK,Shitt S,1190.0,2.0,1.0,68.0
Plot  Area,Ready To Move,Harohalli,2 Bedroom,Unknown,1275.0,2.0,0.0,200.0
Super built-up  Area,18-Dec,Whitefield,4 BHK,Prtates,1275.0,4.5,0.0,158.5
Super built-up  Area,Ready To Move,Whitefield,2 BHK,Veale R,1355.0,2.0,3.0,73.0
Plot  Area,Ready To Move,KR Puram,2 Bedroom,Unknown,1200.0,1.0,0.0,65.0
Plot  Area,Ready To Move,Kundalahalli,4 Bedroom,Unknown,2490.0,4.0,3.0,225.0
Plot  Area,Ready To Move,Ramamurthy Nagar,6 Bedroom,Unknown,1200.0,4.0,1.0,110.0
Super built-up  Area,Ready To Move,Yelahanka New Town,1 BHK,KHatsFl,500.0,2.0,1.0,24.0
Super built-up  Area,Ready To Move,Bommasandra Industrial Area,3 BHK,Stkarrd,1250.0,3.0,3.0,50.0
Built-up  Area,Ready To Move,Uttarahalli,3 BHK,Unknown,1480.0,2.0,1.0,58.0
Built-up  Area,Ready To Move,Ambalipura,4 BHK,Toeadp ,2490.0,4.0,2.0,225.0
Super built-up  Area,18-May,KR Puram,3 BHK,TGasyhu,1275.0,2.0,2.0,70.445
Super built-up  Area,Ready To Move,Green Woods Layout,2 BHK,Paarklu,1206.0,2.0,1.0,53.0
Super built-up  Area,18-Aug,Rajaji Nagar,2 BHK,ProdsWe,1357.0,2.0,1.0,130.0
Built-up  Area,Ready To Move,Hosakerehalli,2 BHK,Unknown,925.0,2.0,1.0,46.5
Super built-up  Area,Ready To Move,8th Phase JP Nagar,2 BHK,MBodsen,909.0,2.0,1.0,40.9
Plot  Area,Ready To Move,Seegehalli,3 Bedroom,Stndeil,2490.0,4.5,2.0,225.0
Built-up  Area,Ready To Move,Brookefield,2 BHK,Bhiya N,1100.0,2.0,1.0,55.0
Plot  Area,18-May,Malleshwaram,4 Bedroom,Unknown,2490.0,4.5,2.0,225.0
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,GrrvaGr,1306.0,2.0,2.0,44.17
Plot  Area,Ready To Move,Roopena Agrahara,4 Bedroom,Unknown,1200.0,4.0,1.0,95.0
Super built-up  Area,Ready To Move,Kalena Agrahara,1 BHK,MBpleca,610.0,1.0,1.0,39.0
Super built-up  Area,Ready To Move,Yelahanka,3 BHK,Pyikad ,1484.0,2.0,2.0,56.4
Super built-up  Area,17-May,Ramamurthy Nagar,2 BHK,Vedhias,1125.0,2.0,1.0,47.0
Super built-up  Area,18-Dec,Whitefield,4 BHK,Prtates,2490.0,4.5,1.0,158.0
Plot  Area,Ready To Move,Vidyaranyapura,4 Bedroom,Unknown,750.0,4.0,0.0,88.0
Super built-up  Area,Ready To Move,Kundalahalli,3 BHK,Unknown,2075.0,3.0,1.0,115.0
Built-up  Area,Ready To Move,Stage-4 Bommanahalli,2 BHK,Pantsce,1250.0,2.0,1.0,58.0
Super built-up  Area,Ready To Move,Horamavu Banaswadi,2 BHK,Unknown,1272.0,2.0,2.0,51.5
Plot  Area,Ready To Move,Banashankari Stage II,4 Bedroom,Unknown,1050.0,3.0,2.0,125.0
Super built-up  Area,18-Aug,Venkateshpuram,2 BHK,Unknown,625.0,2.0,1.0,24.0
Built-up  Area,Ready To Move,1st Phase JP Nagar,1 BHK,Opamaan,840.0,2.0,2.0,50.0
Super built-up  Area,Ready To Move,Hennur Road,4 BHK,Samittv,2490.0,4.0,2.0,180.0
Super built-up  Area,Ready To Move,Rayasandra,1 BHK,MJeusyl,583.0,1.0,1.0,26.9
Super built-up  Area,18-Dec,Gunjur Palya,2 BHK,Unknown,900.0,2.0,1.0,27.0
Built-up  Area,18-Mar,Kanakapura,3 Bedroom,Unknown,2200.0,3.0,1.0,121.0
Super built-up  Area,19-Dec,Whitefield,1 BHK,Oreldhi,750.0,1.0,1.0,51.0
Super built-up  Area,Ready To Move,Marathahalli,3 BHK,Afncyad,1600.0,3.0,3.0,58.0
Super built-up  Area,Ready To Move,Chikkalasandra,3 BHK,SLarei ,1365.0,2.0,2.0,49.0
Built-up  Area,21-Dec,"Judicial Layout, Kanakapura Road, ",3 BHK,Unknown,1300.0,3.0,2.0,64.0
Built-up  Area,Ready To Move,Kurubarahalli,1 Bedroom,Unknown,1200.0,1.0,0.0,69.0
Super built-up  Area,Ready To Move,Hormavu,2 BHK,ARaveSa,1260.0,2.0,2.0,35.0
Super built-up  Area,Ready To Move,Electronics City Phase 1,2 BHK,Sarlsm ,1190.0,2.0,2.0,33.92
Super built-up  Area,Ready To Move,Hosakerehalli,3 BHK,Taonte ,2480.0,4.0,1.0,225.0
Super built-up  Area,18-May,Vishwapriya Layout,3 BHK,Unknown,1250.0,3.0,2.0,38.0
Built-up  Area,Ready To Move,Kaggadasapura,3 BHK,Unknown,1500.0,3.0,0.0,75.0
Super built-up  Area,Ready To Move,Banashankari Stage V,3 BHK,Naiewre,1510.0,3.0,3.0,47.57
Super built-up  Area,19-Jan,7th Phase JP Nagar,2 BHK,Unknown,1187.0,2.0,1.0,59.0
Super built-up  Area,Ready To Move,Kundalahalli,2 BHK,Rasom B,1120.0,2.0,1.0,53.76
Super built-up  Area,20-Dec,Whitefield,2 BHK,Somns T,1275.0,2.0,0.0,34.555
Super built-up  Area,Ready To Move,Dodsworth Layout,3 BHK,Ciques ,1717.0,3.0,3.0,99.0
Built-up  Area,Ready To Move,Mullur,3 BHK,Arora A,2099.0,3.0,2.0,95.0
Super built-up  Area,Ready To Move,Kasturi Nagar,2 BHK,Unknown,1100.0,2.0,2.0,58.0
Plot  Area,Ready To Move,Hegganahalli,1 Bedroom,Unknown,1200.0,1.0,0.0,48.0
Built-up  Area,Ready To Move,Bannerghatta Road,3 BHK,AMaveon,1465.0,2.0,1.0,45.87
Plot  Area,Ready To Move,Kothanur,1 Bedroom,Unknown,1500.0,1.0,0.0,75.0
Plot  Area,Ready To Move,Prashanth Nagar,5 Bedroom,Unknown,2490.0,4.0,1.0,225.0
Super built-up  Area,Ready To Move,Haralur Road,3 BHK,Ozensve,1255.0,2.0,1.0,90.0
